,flux
2017/3/12,69.673836
2017/3/13,70.03746
2017/3/14,71.0733
2017/3/15,69.582924
2017/3/16,69.31018
2017/3/17,70.12836
2017/3/18,69.94655
2017/3/19,70.12836
2017/3/20,70.97476
2017/3/21,72.255585
2017/3/22,71.17184
2017/3/23,71.56595
2017/3/24,71.96004
2017/3/25,72.157074
2017/3/26,73.831535
2017/3/27,76.94047
2017/3/28,83.902435
2017/3/29,84.60809
2017/3/30,83.19667
2017/3/31,86.11983
2017/4/1,90.55118
2017/4/2,99.60103
2017/4/3,108.531494
2017/4/4,108.832184
2017/4/5,94.776825
2017/4/6,84.910484
2017/4/7,80.775986
2017/4/8,71.86152
2017/4/9,73.831535
2017/4/10,73.930016
2017/4/11,73.831535
2017/4/12,74.71834
2017/4/13,72.64962
2017/4/14,73.733055
2017/4/15,73.53608
2017/4/16,73.733055
2017/4/17,75.72854
2017/4/18,76.43554
2017/4/19,83.902435
2017/4/20,82.18822
2017/4/21,82.38992
2017/4/22,84.30568
2017/4/23,84.30568
2017/4/24,84.30568
2017/4/25,81.784775
2017/4/26,82.692474
2017/4/27,81.28041
2017/4/28,80.0697
2017/4/29,79.262375
2017/4/30,78.55584
2017/5/1,78.85866
2017/5/2,76.7385
2017/5/3,79.06052
2017/5/4,76.23355
2017/5/5,76.43554
2017/5/6,75.62753
2017/5/7,73.63457
2017/5/8,73.43759
2017/5/9,72.45261
2017/5/10,70.97476
2017/5/11,71.0733
2017/5/12,70.87623
2017/5/13,71.17184
2017/5/14,72.255585
2017/5/15,72.74812
2017/5/16,72.45261
2017/5/17,73.14212
2017/5/18,73.930016
2017/5/19,74.920395
2017/5/20,74.61933
2017/5/21,74.71834
2017/5/22,75.52652
2017/5/23,76.63752
2017/5/24,77.84918
2017/5/25,80.372406
2017/5/26,79.66605
2017/5/27,82.692474
2017/5/28,83.700806
2017/5/29,80.47331
2017/5/30,77.5463
2017/5/31,75.93055
2017/6/1,76.63752
2017/6/2,80.47331
2017/6/3,80.47331
2017/6/4,79.968796
2017/6/5,80.17061
2017/6/6,82.18822
2017/6/7,78.75772
2017/6/8,78.253006
2017/6/9,76.031555
2017/6/10,76.43554
2017/6/11,77.34437
2017/6/12,77.5463
2017/6/13,78.0511
2017/6/14,77.34437
2017/6/15,77.74823
2017/6/16,79.968796
2017/6/17,76.7385
2017/6/18,78.152054
2017/6/19,77.04144
2017/6/20,76.43554
2017/6/21,76.94047
2017/6/22,77.04144
2017/6/23,76.94047
2017/6/24,76.53653
2017/6/25,76.43554
2017/6/26,76.031555
2017/6/27,76.43554
2017/6/28,76.63752
2017/6/29,74.920395
2017/6/30,74.32392
2017/7/1,74.42239
2017/7/2,73.53608
2017/7/3,73.930016
2017/7/4,74.81937
2017/7/5,74.71834
2017/7/6,76.33455
2017/7/7,78.959595
2017/7/8,83.49915
2017/7/9,90.249176
2017/7/10,94.37456
2017/7/11,96.9886
2017/7/12,94.5757
2017/7/13,93.67051
2017/7/14,95.38014
2017/7/15,94.97794
2017/7/16,93.56992
2017/7/17,90.04784
2017/7/18,88.43678
2017/7/19,81.784775
2017/7/20,76.031555
2017/7/21,73.14212
2017/7/22,72.058556
2017/7/23,72.255585
2017/7/24,72.74812
2017/7/25,72.64962
2017/7/26,72.55111
2017/7/27,71.27036
2017/7/28,71.0733
2017/7/29,72.354095
2017/7/30,72.55111
2017/7/31,71.96004
2017/8/1,75.12245
2017/8/2,76.13255
2017/8/3,77.74823
2017/8/4,78.0511
2017/8/5,76.94047
2017/8/6,76.7385
2017/8/7,76.33455
2017/8/8,75.72854
2017/8/9,73.930016
2017/8/10,74.32392
2017/8/11,73.63457
2017/8/12,72.84662
2017/8/13,72.94512
2017/8/14,71.0733
2017/8/15,75.22347
2017/8/16,77.5463
2017/8/17,79.76697
2017/8/18,79.16145
2017/8/19,83.700806
2017/8/20,89.34308
2017/8/22,88.336075
2017/8/23,91.55766
2017/8/24,89.645134
2017/8/25,86.01906
2017/8/26,81.885635
2017/8/27,82.692474
2017/8/28,80.17061
2017/8/29,81.885635
2017/8/30,85.31363
2017/8/31,88.53749
2017/9/1,90.75249
2017/9/2,95.2796
2017/9/3,98.29501
2017/9/4,110.43556
2017/9/5,128.43187
2017/9/6,154.48976
2017/9/7,130.12756
2017/9/8,132.62001
2017/9/9,125.23813
2017/9/10,115.942566
2017/9/11,204.84695
2017/9/12,92.76514
2017/9/13,79.66605
2017/9/14,76.43554
2017/9/15,75.02142
2017/9/16,74.42239
2017/9/17,73.043625
2017/9/18,72.45261
2017/9/19,72.64962
2017/9/20,72.55111
2017/9/21,72.64962
2017/9/22,74.126976
2017/9/23,75.52652
2017/9/24,79.56514
2017/9/25,83.599976
2017/9/26,88.13464
2017/9/27,91.25574
2017/9/28,90.75249
2017/9/29,91.457016
2017/9/30,90.75249
2017/10/1,89.041
2017/10/2,88.73891
2017/10/3,86.22059
2017/10/4,86.62362
2017/10/5,86.52287
2017/10/6,86.11983
2017/10/7,84.30568
2017/10/8,81.885635
2017/10/9,79.16145
2017/10/10,75.22347
2017/10/11,72.255585
2017/10/12,70.77769
2017/10/13,70.03746
2017/10/14,69.673836
2017/10/15,69.128334
2017/10/16,68.94649
2017/10/17,70.40104
2017/10/18,71.17184
2017/10/19,71.664474
2017/10/20,72.84662
2017/10/21,73.831535
2017/10/22,76.031555
2017/10/23,77.142426
2017/10/24,77.24339
2017/10/25,77.445335
2017/10/26,77.445335
2017/10/27,77.445335
2017/10/28,76.43554
2017/10/29,75.32449
2017/10/30,75.62753
2017/10/31,74.920395
2017/11/1,74.32392
2017/11/2,73.43759
2017/11/3,72.354095
2017/11/4,72.45261
2017/11/5,71.86152
2017/11/6,70.87623
2017/11/7,70.12836
2017/11/8,68.49182
2017/11/9,67.67327
2017/11/10,66.87372
2017/11/10,66.87372
2017/11/11,68.67369
2017/11/12,67.0365
2017/11/13,68.67369
2017/11/14,71.0733
2017/11/15,73.240616
2017/11/16,73.3391
2017/11/17,72.94512
2017/11/18,74.126976
2017/11/19,74.028496
2017/11/20,73.3391
2017/11/21,72.45261
2017/11/22,72.354095
2017/11/23,72.354095
2017/11/24,71.0733
2017/11/25,71.96004
2017/11/26,72.84662
2017/11/27,74.22545
2017/11/28,72.45261
2017/11/29,70.58282
2017/11/30,70.31015
2017/12/1,70.21925
2017/12/2,69.128334
2017/12/3,69.582924
2017/12/4,67.76423
2017/12/5,67.0365
2017/12/6,66.87372
2017/12/7,67.30942
2017/12/8,66.948044
2017/12/9,68.40088
2017/12/10,69.582924
2017/12/11,70.49193
2017/12/12,70.40104
2017/12/13,69.76474
2017/12/14,70.31015
2017/12/15,70.49193
2017/12/16,70.03746
2017/12/17,69.582924
2017/12/18,69.40109
2017/12/19,69.128334
2017/12/20,68.40088
2017/12/21,72.354095
2017/12/22,73.831535
2017/12/23,73.930016
2017/12/24,74.126976
2017/12/25,74.028496
2017/12/26,73.53608
2017/12/27,70.49193
2017/12/28,69.40109
2017/12/29,69.673836
2017/12/30,69.85565
2017/12/31,68.40088
2018/1/1,68.764626
2018/1/2,68.764626
2018/1/3,68.764626
2018/1/4,69.037415
2018/1/5,68.037094
2018/1/6,67.40038
2018/1/7,67.76423
2018/1/8,68.21899
2018/1/9,68.49182
2018/1/10,68.85555
2018/1/11,69.037415
2018/1/12,68.67369
2018/1/13,68.30994
2018/1/14,68.764626
2018/1/15,68.582756
2018/1/16,68.49182
2018/1/17,69.31018
2018/1/18,69.037415
2018/1/19,69.582924
2018/1/20,69.037415
2018/1/21,68.21899
2018/1/22,67.30942
2018/1/23,68.582756
2018/1/24,68.94649
2018/1/25,68.30994
2018/1/26,68.49182
2018/1/27,68.21899
2018/1/28,67.58231
2018/1/29,66.87372
2018/1/30,66.89624
2018/1/31,68.037094
2018/2/1,67.946144
2018/2/3,67.855194
2018/2/4,67.76423
2018/2/5,68.582756
2018/2/6,71.0733
2018/2/6,72.84662
2018/2/7,74.42239
2018/2/8,75.12245
2018/2/9,76.63752
2018/2/10,76.33455
2018/2/11,76.94047
2018/2/12,76.031555
2018/2/13,76.63752
2018/2/14,74.42239
2018/2/15,73.43759
2018/2/16,71.0733
2018/2/17,70.21925
2018/2/18,69.128334
2018/2/19,69.128334
2018/2/20,68.67369
2018/2/21,68.40088
2018/2/22,67.76423
2018/2/23,68.40088
2018/2/24,68.128044
2018/2/25,68.037094
2018/2/26,67.67327
2018/2/27,69.673836
2018/2/28,68.21899
2018/3/1,68.582756
2018/3/2,67.12747
2018/3/3,66.89624
2018/3/4,67.12747
2018/3/5,67.49135
2018/3/6,67.30942
2018/3/7,67.30942
2018/3/8,67.40038
2018/3/9,66.87372
2018/3/10,67.30942
2018/3/11,67.58231
2018/3/12,68.037094
2018/3/13,68.40088
2018/3/14,68.582756
2018/3/15,68.037094
2018/3/16,68.67369
2018/3/17,68.40088
2018/3/18,69.128334
2018/3/19,69.037415
2018/3/20,69.76474
2018/3/21,68.94649
2018/3/22,68.764626
2018/3/23,68.30994
2018/3/24,68.40088
2018/3/25,67.946144
2018/3/26,68.582756
2018/3/27,68.128044
2018/3/28,68.21899
2018/3/29,68.94649
2018/3/30,69.037415
2018/3/31,69.037415
2018/4/1,69.40109
2018/4/2,69.128334
2018/4/3,68.764626
2018/4/4,68.30994
2018/4/5,68.40088
2018/4/6,67.40038
2018/4/7,67.855194
2018/4/8,67.855194
2018/4/9,68.764626
2018/4/10,69.582924
2018/4/11,68.94649
2018/4/12,69.21925
2018/4/13,70.58282
2018/4/14,70.40104
2018/4/15,70.40104
2018/4/16,71.0733
2018/4/17,69.85565
2018/4/18,70.12836
2018/4/19,71.96004
2018/4/20,71.96004
2018/4/21,74.52086
2018/4/22,77.142426
2018/4/23,76.63752
2018/4/24,74.920395
2018/4/25,74.52086
2018/4/26,72.255585
2018/4/27,71.3689
2018/4/28,70.77769
2018/4/29,70.97476
2018/4/30,72.45261
2018/5/1,70.87623
2018/5/2,70.21925
2018/5/3,68.85555
2018/5/4,68.582756
2018/5/5,70.03746
2018/5/6,69.673836
2018/5/7,69.76474
2018/5/8,70.58282
2018/5/9,71.664474
2018/5/10,71.56595
2018/5/11,72.94512
2018/5/12,72.157074
2018/5/13,71.46742
2018/5/14,72.354095
2018/5/15,71.96004
2018/5/16,72.058556
2018/5/17,71.46742
2018/5/18,71.664474
2018/5/19,70.97476
2018/5/20,72.255585
2018/5/21,70.679146
2018/5/22,71.17184
2018/5/23,73.14212
2018/5/24,75.12245
2018/5/25,75.93055
2018/5/26,77.64727
2018/5/27,75.829544
2018/5/28,76.94047
2018/5/29,79.56514
2018/5/30,77.34437
2018/5/31,77.34437
2018/6/1,79.16145
2018/6/2,78.253006
2018/6/3,77.04144
2018/6/4,75.93055
2018/6/5,74.028496
2018/6/6,73.43759
2018/6/7,73.53608
2018/6/8,71.3689
2018/6/9,70.58282
2018/6/10,70.21925
2018/6/11,72.45261
2018/6/12,72.84662
2018/6/13,73.3391
2018/6/14,74.32392
2018/6/15,74.81937
2018/6/16,73.733055
2018/6/17,73.43759
2018/6/18,74.81937
2018/6/19,76.33455
2018/6/20,79.06052
2018/6/21,84.70889
2018/6/22,84.80969
2018/6/23,83.49915
2018/6/24,80.47331
2018/6/25,77.34437
2018/6/26,75.72854
2018/6/27,74.52086
2018/6/28,73.3391
2018/6/29,72.64962
2018/6/30,71.3689
2018/7/1,71.0733
2018/7/2,70.49193
2018/7/3,70.12836
2018/7/4,70.58282
2018/7/5,70.97476
2018/7/6,70.97476
2018/7/7,73.043625
2018/7/8,74.61933
2018/7/9,74.126976
2018/7/10,75.12245
2018/7/11,74.61933
2018/7/12,75.93055
2018/7/13,74.920395
2018/7/14,75.02142
2018/7/15,75.22347
2018/7/16,74.126976
2018/7/17,74.61933
2018/7/18,73.831535
2018/7/19,74.028496
2018/7/20,73.43759
2018/7/21,72.84662
2018/7/22,72.45261
2018/7/23,70.49193
2018/7/24,69.49201
2018/7/25,69.21925
2018/7/26,68.67369
2018/7/27,69.037415
2018/7/28,69.128334
2018/7/29,70.12836
2018/7/30,70.58282
2018/7/31,70.679146
2018/8/1,71.46742
2018/8/2,72.74812
2018/8/3,72.354095
2018/8/4,72.45261
2018/8/5,72.94512
2018/8/6,71.27036
2018/8/7,71.46742
2018/8/8,71.96004
2018/8/9,72.354095
2018/8/10,72.354095
2018/8/11,71.763
2018/8/12,69.85565
2018/8/13,70.58282
2018/8/14,69.582924
2018/8/15,71.27036
2018/8/16,71.0733
2018/8/17,70.87623
2018/8/18,69.94655
2018/8/19,69.40109
2018/8/20,68.67369
2018/8/21,70.12836
2018/8/22,69.85565
2018/8/23,69.31018
2018/8/24,71.763
2018/8/25,73.53608
2018/8/26,72.74812
2018/8/27,71.763
2018/8/28,71.17184
2018/8/29,71.46742
2018/8/30,71.96004
2018/8/31,70.40104
2018/9/1,69.49201
2018/9/2,69.76474
2018/9/3,69.673836
2018/9/4,69.31018
2018/9/5,69.40109
2018/9/6,68.94649
2018/9/7,68.94649
2018/9/8,69.21925
2018/9/9,70.21925
2018/9/10,69.94655
2018/9/11,70.12836
2018/9/12,71.17184
2018/9/13,70.21925
2018/9/14,70.49193
2018/9/15,70.21925
2018/9/16,69.582924
2018/9/17,69.673836
2018/9/18,68.85555
2018/9/19,69.037415
2018/9/20,68.764626
2018/9/21,68.128044
2018/9/22,67.946144
2018/9/23,68.49182
2018/9/24,69.21925
2018/9/25,69.31018
2018/9/26,69.21925
2018/9/27,69.76474
2018/9/28,68.764626
2018/9/29,68.94649
2018/9/30,69.49201
2018/10/1,69.128334
2018/10/2,70.03746
2018/10/3,68.40088
2018/10/4,68.764626
2018/10/5,67.855194
2018/10/6,68.85555
2018/10/7,69.037415
2018/10/8,69.31018
2018/10/9,68.94649
2018/10/10,69.76474
2018/10/11,70.21925
2018/10/12,70.97476
2018/10/13,71.763
2018/10/14,72.55111
2018/10/15,71.763
2018/10/16,70.679146
2018/10/17,70.12836
2018/10/18,69.85565
2018/10/19,69.582924
2018/10/20,69.85565
2018/10/21,70.12836
2018/10/22,71.0733
2018/10/23,70.77769
2018/10/24,70.679146
2018/10/25,69.40109
2018/10/26,69.128334
2018/10/27,68.764626
2018/10/28,68.764626
2018/10/29,67.946144
2018/10/30,68.21899
2018/10/31,67.218445
2018/11/1,67.49135
2018/11/2,66.87372
2018/11/3,67.40038
2018/11/4,67.30942
2018/11/5,66.948044
2018/11/6,68.21899
2018/11/7,68.40088
2018/11/8,68.40088
2018/11/9,68.67369
2018/11/10,68.037094
2018/11/11,67.946144
2018/11/12,68.67369
2018/11/13,67.40038
2018/11/14,66.87372
2018/11/15,67.855194
2018/11/16,68.764626
2018/11/17,69.94655
2018/11/18,71.86152
2018/11/19,71.3689
2018/11/20,69.582924
2018/11/21,68.85555
2018/11/22,68.21899
2018/11/23,68.30994
2018/11/24,67.946144
2018/11/25,68.30994
2018/11/26,67.946144
2018/11/27,67.49135
2018/11/28,67.218445
2018/11/29,66.87372
2018/11/30,66.948044
2018/12/1,67.12747
2018/12/2,67.76423
2018/12/3,67.67327
2018/12/4,66.948044
2018/12/5,67.67327
2018/12/6,69.31018
2018/12/7,68.40088
2018/12/8,68.94649
2018/12/9,69.49201
2018/12/10,69.94655
2018/12/11,69.037415
2018/12/12,69.128334
2018/12/13,69.31018
2018/12/14,68.85555
2018/12/15,69.582924
2018/12/16,70.03746
2018/12/17,68.582756
2018/12/18,68.764626
2018/12/19,68.582756
2018/12/20,68.582756
2018/12/21,68.40088
2018/12/22,69.128334
2018/12/23,68.85555
2018/12/24,68.40088
2018/12/25,68.037094
2018/12/26,68.128044
2018/12/27,67.40038
2018/12/28,66.89624
2018/12/29,67.76423
2018/12/30,66.948044
2018/12/31,67.76423
2019/1/1,67.76423
2019/1/2,70.31015
2019/1/3,72.74812
2019/1/4,70.87623
2019/1/5,70.03746
2019/1/6,69.49201
2019/1/7,70.21925
2019/1/8,69.76474
2019/1/9,69.40109
2019/1/10,68.764626
2019/1/11,68.128044
2019/1/12,67.0365
2019/1/13,67.855194
2019/1/14,67.49135
2019/1/15,68.30994
2019/1/16,67.855194
2019/1/17,68.037094
2019/1/18,67.40038
2019/1/19,67.67327
2019/1/20,67.76423
2019/1/21,67.58231
2019/1/22,68.30994
2019/1/23,69.76474
2019/1/24,70.49193
2019/1/25,70.21925
2019/1/26,73.53608
2019/1/27,74.22545
2019/1/28,72.74812
2019/1/29,73.043625
2019/1/30,71.96004
2019/1/31,71.86152
2019/2/1,70.77769
2019/2/2,70.31015
2019/2/3,69.673836
2019/2/5,69.85565
2019/2/6,69.31018
2019/2/6,68.67369
2019/2/7,68.85555
2019/2/8,68.67369
2019/2/9,69.21925
2019/2/9,69.21925
2019/2/10,69.582924
2019/2/11,68.764626
2019/2/12,68.49182
2019/2/13,68.764626
2019/2/14,69.85565
2019/2/15,69.76474
2019/2/16,69.40109
2019/2/17,69.21925
2019/2/18,69.037415
2019/2/19,68.94649
2019/2/20,68.85555
2019/2/21,69.673836
2019/2/22,70.12836
2019/2/23,70.03746
2019/2/24,69.49201
2019/2/25,69.582924
2019/2/26,69.673836
2019/2/27,69.85565
2019/2/28,69.31018
2019/3/1,69.128334
2019/3/2,69.31018
2019/3/3,68.67369
2019/3/4,69.128334
2019/3/5,70.03746
2019/3/6,70.77769
2019/3/7,71.96004
2019/3/8,69.85565
2019/3/9,70.77769
2019/3/10,70.31015
2019/3/11,70.87623
2019/3/12,69.85565
2019/3/13,69.49201
2019/3/14,70.40104
2019/3/15,69.94655
2019/3/16,69.40109
2019/3/17,69.21925
2019/3/18,69.40109
2019/3/19,70.03746
2019/3/20,69.85565
2019/3/21,75.02142
2019/3/22,79.968796
2019/3/23,81.48216
2019/3/24,78.959595
2019/3/25,74.81937
2019/3/26,71.3689
2019/3/27,70.03746
2019/3/28,69.31018
2019/3/29,68.85555
2019/3/30,69.40109
2019/3/31,69.582924
2019/4/1,69.94655
2019/4/2,70.12836
2019/4/3,71.27036
2019/4/4,70.77769
2019/4/5,70.58282
2019/4/6,72.255585
2019/4/7,73.733055
2019/4/8,76.839485
2019/4/9,79.262375
2019/4/10,79.262375
2019/4/11,79.16145
2019/4/12,80.17061
2019/4/13,78.253006
2019/4/14,78.55584
2019/4/15,76.13255
2019/4/16,75.72854
2019/4/17,75.52652
2019/4/18,76.63752
2019/4/19,75.62753
2019/4/20,73.43759
2019/4/21,72.255585
2019/4/22,70.40104
2019/4/23,70.679146
2019/4/24,69.673836
2019/4/25,70.12836
2019/4/26,69.128334
2019/4/27,68.67369
2019/4/28,68.94649
2019/4/29,69.21925
2019/4/30,68.85555
2019/5/1,69.49201
2019/5/2,69.037415
2019/5/3,70.31015
2019/5/4,71.46742
2019/5/5,74.32392
2019/5/6,76.33455
2019/5/7,78.0511
2019/5/8,80.17061
2019/5/9,78.0511
2019/5/10,77.84918
2019/5/11,77.84918
2019/5/12,78.85866
2019/5/13,78.0511
2019/5/14,77.04144
2019/5/15,76.839485
2019/5/16,75.62753
2019/5/17,75.12245
2019/5/18,74.32392
2019/5/19,72.74812
2019/5/20,70.49193
2019/5/21,70.31015
2019/5/22,70.03746
2019/5/23,69.31018
2019/5/24,69.21925
2019/5/25,68.85555
2019/5/26,69.673836
2019/5/27,69.94655
2019/5/28,69.76474
2019/5/29,70.12836
2019/5/30,70.03746
2019/5/31,71.0733
2019/6/1,70.77769
2019/6/2,71.763
2019/6/3,72.058556
2019/6/4,71.96004
2019/6/5,72.354095
2019/6/6,72.84662
2019/6/7,71.664474
2019/6/8,71.664474
2019/6/9,70.97476
2019/6/10,71.17184
2019/6/11,71.27036
2019/6/12,71.763
2019/6/13,71.86152
2019/6/14,70.49193
2019/6/15,70.40104
2019/6/16,69.40109
2019/6/17,68.49182
2019/6/18,69.037415
2019/6/19,69.40109
2019/6/20,70.31015
2019/6/21,69.76474
2019/6/22,69.21925
2019/6/23,69.21925
2019/6/24,70.21925
2019/6/25,70.58282
2019/6/26,70.77769
2019/6/27,70.97476
2019/6/28,70.40104
2019/6/29,69.76474
2019/6/30,70.77769
2019/7/1,70.31015
2019/7/2,70.21925
2019/7/3,70.03746
2019/7/4,69.673836
2019/7/5,70.40104
2019/7/6,69.76474
2019/7/7,69.673836
2019/7/8,70.31015
2019/7/9,69.673836
2019/7/10,69.76474
2019/7/11,70.03746
2019/7/12,69.582924
2019/7/13,69.49201
2019/7/14,69.21925
2019/7/15,69.673836
2019/7/16,70.03746
2019/7/17,69.85565
2019/7/18,69.76474
2019/7/19,70.03746
2019/7/20,69.31018
2019/7/21,69.85565
2019/7/22,70.31015
2019/7/23,70.03746
2019/7/24,69.94655
2019/7/25,70.40104
2019/7/26,70.58282
2019/7/27,72.64962
2019/7/28,69.21925
2019/7/29,69.49201
2019/7/30,69.40109
2019/7/31,69.21925
2019/8/1,69.40109
2019/8/2,69.673836
2019/8/3,68.94649
2019/8/4,68.67369
2019/8/5,69.21925
2019/8/6,70.679146
2019/8/7,70.40104
2019/8/8,70.40104
2019/8/9,70.58282
2019/8/10,69.582924
2019/8/11,69.31018
2019/8/12,69.31018
2019/8/13,69.49201
2019/8/14,69.40109
2019/8/15,70.12836
2019/8/16,70.21925
2019/8/17,69.85565
2019/8/18,69.582924
2019/8/19,69.94655
2019/8/20,69.76474
2019/8/21,69.673836
2019/8/22,68.67369
2019/8/23,68.21899
2019/8/24,68.67369
2019/8/25,68.582756
2019/8/26,68.582756
2019/8/27,68.037094
2019/8/28,68.21899
2019/8/29,67.67327
2019/8/30,68.30994
2019/8/31,68.67369
2019/9/1,68.49182
2019/9/2,69.128334
2019/9/3,70.40104
2019/9/4,70.31015
2019/9/5,70.40104
2019/9/6,69.85565
2019/9/7,70.58282
2019/9/8,72.55111
2019/9/9,71.86152
2019/9/10,69.76474
2019/9/11,70.12836
2019/9/12,69.673836
2019/9/13,70.12836
2019/9/14,69.94655
2019/9/15,69.76474
2019/9/16,68.764626
2019/9/17,69.582924
2019/9/18,68.764626
2019/9/19,67.49135
2019/9/20,68.30994
2019/9/21,68.582756
2019/9/22,68.764626
2019/9/23,68.67369
2019/9/24,67.76423
2019/9/25,68.21899
2019/9/26,68.037094
2019/9/27,67.76423
2019/9/28,67.67327
2019/9/29,68.037094
2019/9/30,68.49182
2019/10/1,68.94649
2019/10/2,69.037415
2019/10/3,68.764626
2019/10/4,69.128334
2019/10/5,68.85555
2019/10/6,68.21899
2019/10/7,68.40088
2019/10/8,68.128044
2019/10/9,67.946144
2019/10/10,68.30994
2019/10/11,67.76423
2019/10/12,68.764626
2019/10/13,68.128044
2019/10/14,67.58231
2019/10/15,66.87372
2019/10/16,67.0365
2019/10/17,66.87372
2019/10/18,66.87372
2019/10/19,66.87372
2019/10/20,66.87372
2019/10/21,66.87372
2019/10/22,66.87372
2019/10/23,66.87372
2019/10/24,66.87372
2019/10/25,66.87372
2019/10/26,68.128044
2019/10/27,68.582756
2019/10/28,68.67369
2019/10/29,68.85555
2019/10/30,68.67369
2019/10/31,69.037415
2019/11/1,70.58282
2019/11/2,70.40104
2019/11/3,69.673836
2019/11/4,68.67369
2019/11/5,69.85565
2019/11/6,69.76474
2019/11/7,68.94649
2019/11/8,68.85555
2019/11/9,69.037415
2019/11/10,68.94649
2019/11/11,69.037415
2019/11/12,68.85555
2019/11/13,69.037415
2019/11/14,70.03746
2019/11/15,69.31018
2019/11/16,68.85555
2019/11/17,68.67369
2019/11/18,68.94649
2019/11/19,69.128334
2019/11/20,68.67369
2019/11/21,69.128334
2019/11/22,69.85565
2019/11/23,69.128334
2019/11/24,68.67369
2019/11/25,69.128334
2019/11/26,68.21899
2019/11/27,70.03746
2019/11/28,69.94655
2019/11/29,69.21925
2019/11/30,68.49182
2019/12/1,69.037415
2019/12/2,69.673836
2019/12/3,68.85555
2019/12/4,68.67369
2019/12/5,68.128044
2019/12/6,68.764626
2019/12/7,68.85555
2019/12/8,68.582756
2019/12/9,69.673836
2019/12/10,69.582924
2019/12/11,69.31018
2019/12/12,69.40109
2019/12/13,68.49182
2019/12/14,67.40038
2019/12/15,68.85555
2019/12/16,69.037415
2019/12/17,68.21899
2019/12/18,68.764626
2019/12/19,68.764626
2019/12/20,68.30994
2019/12/21,68.94649
2019/12/22,69.31018
2019/12/23,69.31018
2019/12/24,70.49193
2019/12/25,70.87623
2019/12/26,70.58282
2019/12/27,70.49193
2019/12/28,70.77769
2019/12/29,70.03746
2019/12/30,70.21925
2019/12/31,69.40109
2020/1/1,68.85555
2020/1/2,69.85565
2020/1/3,69.582924
2020/1/4,70.12836
2020/1/5,70.03746
2020/1/6,69.94655
2020/1/7,68.49182
2020/1/8,69.76474
2020/1/9,71.664474
2020/1/10,72.157074
2020/1/11,70.97476
2020/1/12,71.0733
2020/1/13,70.21925
2020/1/14,70.21925
2020/1/15,69.94655
2020/1/16,68.94649
2020/1/17,69.85565
2020/1/18,68.764626
2020/1/19,69.673836
2020/1/20,69.76474
2020/1/21,69.31018
2020/1/22,68.764626
2020/1/23,69.21925
2020/1/24,69.673836
2020/1/25,69.673836
2020/1/26,70.679146
2020/1/27,72.55111
2020/1/28,72.64962
2020/1/29,73.733055
2020/1/30,72.255585
2020/1/31,72.354095
2020/2/1,71.86152
2020/2/2,70.97476
2020/2/3,70.58282
2020/2/4,69.94655
2020/2/5,69.31018
2020/2/6,69.21925
2020/2/7,69.21925
2020/2/8,69.40109
2020/2/9,69.582924
2020/2/10,69.40109
2020/2/11,68.94649
2020/2/12,69.582924
2020/2/13,69.40109
2020/2/14,69.85565
2020/2/15,69.40109
2020/2/16,69.037415
2020/2/17,69.673836
2020/2/18,69.85565
2020/2/19,69.85565
2020/2/20,69.76474
2020/2/21,69.40109
2020/2/22,70.12836
2020/2/23,70.679146
2020/2/24,69.85565
2020/2/25,69.31018
2020/2/26,69.85565
2020/2/27,69.21925
2020/2/28,69.94655
2020/2/29,69.49201
2020/3/1,69.31018
2020/3/2,69.037415
2020/3/3,69.037415
2020/3/4,69.31018
2020/3/5,69.037415
2020/3/6,69.037415
2020/3/7,69.21925
2020/3/8,69.31018
2020/3/9,69.673836
2020/3/10,70.03746
2020/3/11,70.31015
2020/3/12,69.31018
2020/3/13,69.40109
2020/3/14,69.128334
2020/3/15,69.128334
2020/3/16,69.85565
2020/3/17,69.582924
2020/3/18,71.56595
2020/3/19,71.86152
2020/3/20,71.96004
2020/3/21,71.46742
2020/3/22,70.58282
2020/3/23,70.58282
2020/3/24,70.31015
2020/3/25,70.97476
2020/3/26,71.0733
2020/3/27,70.31015
2020/3/28,69.31018
2020/3/29,69.40109
2020/3/30,69.31018
2020/3/31,69.31018
2020/4/1,70.21925
2020/4/2,69.76474
2020/4/3,70.12836
2020/4/4,70.58282
2020/4/5,70.58282
2020/4/6,70.97476
2020/4/7,70.87623
2020/4/8,70.21925
2020/4/9,70.97476
2020/4/10,70.679146
2020/4/11,70.40104
2020/4/12,71.17184
2020/4/13,71.763
2020/4/14,70.97476
2020/4/15,70.03746
2020/4/16,69.21925
2020/4/17,69.76474
2020/4/18,69.76474
2020/4/19,69.94655
2020/4/20,69.85565
2020/4/21,69.94655
2020/4/22,70.679146
2020/4/23,71.27036
2020/4/24,69.673836
2020/4/25,70.87623
2020/4/26,69.94655
2020/4/27,70.87623
2020/4/28,70.21925
2020/4/29,70.31015
2020/4/30,71.46742
2020/5/1,71.27036
2020/5/2,71.17184
2020/5/3,70.40104
2020/5/4,70.12836
2020/5/5,70.87623
2020/5/6,70.679146
2020/5/7,71.46742
2020/5/8,70.40104
2020/5/9,69.673836
2020/5/10,70.49193
2020/5/11,69.582924
2020/5/12,68.67369
2020/5/13,71.0733
2020/5/14,71.0733
2020/5/15,69.94655
2020/5/16,70.21925
2020/5/17,71.46742
2020/5/18,71.86152
2020/5/19,72.45261
2020/5/20,70.97476
